Time,Species Name,Population,Habitat Area (km²),Migration,Reproduction Rate,Predation Risk,Environmental Threat,Season,Region,Forest Type,Urbanization,Extinction Risk
2023-03-12,Cú mèo,27216,445,Có,2.56,Thấp,8,Hạ,Trung du,Nhiệt đới,26,Nguy cơ thấp
2023-03-19,Chích chòe,150109,221,Không,1.4,Trung bình,10,Thu,Đồi núi,Nhiệt đới,89,Nguy cơ cao
2023-03-19,Cu Gáy,210434,327,Một phần,4.83,Thấp,3,Xuân,Đồi núi,Rừng ngập mặn,2,Nguy cơ thấp
2023-03-19,Cú mèo,27155,57,Có,1.04,Trung bình,8,Hạ,Đồng bằng,Ôn đới,58,Nguy cơ thấp
2023-03-19,Công,16320,491,Không,2.61,Trung bình,3,Xuân,Đồng bằng,Rừng ngập mặn,34,Nguy cơ trung bình
2023-03-19,Chào mào,192737,41,Có,2.79,Thấp,9,Đông,Đồng bằng,Rừng ngập mặn,74,Nguy cơ trung bình
2023-03-19,Cắt nhỏ bụng vàng,21724,364,Một phần,2.59,Thấp,2,Thu,Trung du,Nhiệt đới,17,Nguy cơ thấp
2023-03-19,Yến núi,14028,492,Không,4.06,Cao,2,Xuân,Đồi núi,Rừng ngập mặn,34,Nguy cơ trung bình
2023-03-26,Chích chòe,150334,56,Có,2,Trung bình,6,Hạ,Đồi núi,Rừng ngập mặn,62,Nguy cơ cao
2023-03-26,Chào mào,193074,480,Không,4.54,Trung bình,7,Thu,Đồng bằng,Nhiệt đới,40,Nguy cơ thấp
2023-03-26,Công,16307,112,Có,3.66,Thấp,4,Hạ,Đồng bằng,Rừng ngập mặn,23,Không có nguy cơ
2023-03-26,Yến núi,14046,274,Có,3.66,Trung bình,4,Hạ,Đồi núi,Rừng ngập mặn,67,Nguy cơ thấp
2023-03-26,Cu Gáy,210697,345,Không,2.26,Thấp,10,Xuân,Đồi núi,Rừng ngập mặn,44,Nguy cơ trung bình
2023-03-26,Cắt nhỏ bụng vàng,21675,293,Có,3.98,Cao,7,Xuân,Đồng bằng,Ôn đới,46,Nguy cơ thấp
2023-03-26,Cú mèo,27094,405,Một phần,2.54,Cao,1,Đông,Trung du,Rừng ngập mặn,67,Nguy cơ thấp
2023-04-02,Cắt nhỏ bụng vàng,21626,173,Một phần,4.48,Cao,1,Hạ,Đồi núi,Nhiệt đới,76,Không có nguy cơ
2023-04-02,Chào mào,193412,400,Một phần,3.68,Trung bình,5,Thu,Trung du,Rừng ngập mặn,9,Nguy cơ thấp
2023-04-02,Yến núi,14064,321,Không,4.33,Cao,8,Xuân,Đồng bằng,Rừng ngập mặn,99,Không có nguy cơ
2023-04-02,Chích chòe,150560,233,Một phần,4.05,Trung bình,2,Hạ,Đồng bằng,Rừng ngập mặn,41,Nguy cơ cao
2023-04-02,Công,16295,365,Có,3.14,Trung bình,7,Hạ,Trung du,Nhiệt đới,95,Nguy cơ trung bình
2023-04-02,Cu Gáy,210960,497,Có,2.84,Trung bình,2,Thu,Đồi núi,Rừng ngập mặn,51,Nguy cơ thấp
2023-04-02,Cú mèo,27033,47,Không,3.03,Thấp,6,Thu,Trung du,Ôn đới,14,Nguy cơ thấp
2023-04-09,Công,16283,376,Có,2.69,Thấp,10,Đông,Đồi núi,Rừng ngập mặn,61,Nguy cơ trung bình
2023-04-09,Cú mèo,26972,412,Có,4.72,Cao,6,Đông,Đồi núi,Ôn đới,71,Nguy cơ trung bình
2023-04-09,Cu Gáy,211224,151,Một phần,3,Trung bình,7,Đông,Trung du,Nhiệt đới,81,Nguy cơ thấp
2023-04-09,Cắt nhỏ bụng vàng,21578,100,Một phần,3.79,Trung bình,10,Hạ,Trung du,Rừng ngập mặn,93,Không có nguy cơ
2023-04-09,Yến núi,14081,429,Một phần,1.06,Thấp,10,Đông,Đồi núi,Ôn đới,75,Nguy cơ thấp
2023-04-09,Chích chòe,150786,69,Không,1.16,Thấp,5,Hạ,Trung du,Ôn đới,14,Nguy cơ cao
2023-04-09,Chào mào,193750,289,Một phần,3.62,Trung bình,9,Xuân,Trung du,Ôn đới,43,Nguy cơ thấp
2023-04-16,Cu Gáy,211488,275,Có,2.33,Thấp,7,Đông,Đồi núi,Rừng ngập mặn,66,Nguy cơ trung bình
2023-04-16,Cắt nhỏ bụng vàng,21529,447,Không,3.28,Cao,10,Xuân,Đồng bằng,Rừng ngập mặn,99,Không có nguy cơ
2023-04-16,Yến núi,14099,386,Không,1.69,Thấp,10,Hạ,Trung du,Nhiệt đới,25,Nguy cơ thấp
2023-04-16,Chào mào,194089,90,Có,4.01,Trung bình,10,Hạ,Trung du,Nhiệt đới,68,Nguy cơ thấp
2023-04-16,Cú mèo,26912,63,Một phần,4.89,Trung bình,9,Xuân,Đồng bằng,Rừng ngập mặn,27,Không có nguy cơ
2023-04-16,Chích chòe,151012,188,Một phần,3.2,Trung bình,2,Đông,Trung du,Ôn đới,42,Nguy cơ cao
2023-04-16,Công,16271,243,Một phần,4.59,Thấp,6,Hạ,Đồng bằng,Ôn đới,43,Nguy cơ trung bình
2023-04-23,Công,16259,301,Có,2.21,Trung bình,10,Hạ,Trung du,Ôn đới,70,Nguy cơ trung bình
2023-04-23,Yến núi,14116,389,Một phần,1.42,Cao,3,Đông,Đồng bằng,Ôn đới,16,Nguy cơ cao
2023-04-23,Cú mèo,26851,282,Không,1.59,Cao,1,Đông,Đồi núi,Nhiệt đới,84,Không có nguy cơ
2023-04-23,Chào mào,194429,483,Một phần,4.79,Trung bình,7,Hạ,Trung du,Rừng ngập mặn,37,Nguy cơ thấp
2023-04-23,Chích chòe,151238,493,Một phần,2.46,Trung bình,7,Hạ,Đồng bằng,Nhiệt đới,3,Nguy cơ cao
2023-04-23,Cu Gáy,211752,23,Một phần,3.29,Cao,9,Xuân,Đồi núi,Rừng ngập mặn,79,Nguy cơ trung bình
2023-04-23,Cắt nhỏ bụng vàng,21481,41,Có,3.61,Cao,6,Đông,Đồi núi,Ôn đới,33,Nguy cơ cao
2023-04-30,Cu Gáy,212017,344,Không,1.8,Trung bình,3,Hạ,Đồng bằng,Ôn đới,51,Nguy cơ thấp
2023-04-30,Chích chòe,151465,339,Một phần,4.13,Cao,6,Hạ,Trung du,Nhiệt đới,86,Nguy cơ cao
2023-04-30,Chào mào,194769,122,Có,4.61,Thấp,2,Đông,Đồi núi,Nhiệt đới,51,Nguy cơ trung bình
2023-04-30,Cắt nhỏ bụng vàng,21432,261,Một phần,1.61,Cao,4,Thu,Đồng bằng,Ôn đới,86,Nguy cơ cao
2023-04-30,Công,16246,256,Có,3.45,Thấp,3,Hạ,Đồi núi,Ôn đới,96,Nguy cơ trung bình
2023-04-30,Cú mèo,26791,85,Một phần,4.02,Cao,7,Hạ,Trung du,Ôn đới,40,Không có nguy cơ
2023-04-30,Yến núi,14134,122,Không,1.54,Trung bình,9,Thu,Đồi núi,Rừng ngập mặn,86,Nguy cơ trung bình
2023-05-07,Yến núi,14152,401,Có,3.66,Cao,8,Thu,Trung du,Rừng ngập mặn,29,Không có nguy cơ
2023-05-07,Công,16234,387,Một phần,3.09,Trung bình,5,Xuân,Đồng bằng,Rừng ngập mặn,63,Nguy cơ thấp
2023-05-07,Cu Gáy,212282,220,Một phần,3.78,Cao,8,Đông,Đồi núi,Ôn đới,27,Nguy cơ trung bình
2023-05-07,Cú mèo,26730,127,Có,2.95,Trung bình,9,Hạ,Đồng bằng,Nhiệt đới,77,Nguy cơ trung bình
2023-05-07,Cắt nhỏ bụng vàng,21384,34,Không,4.27,Trung bình,5,Thu,Đồng bằng,Ôn đới,72,Nguy cơ cao
2023-05-07,Chích chòe,151692,433,Không,1.39,Cao,3,Thu,Trung du,Rừng ngập mặn,98,Nguy cơ cao
2023-05-07,Chào mào,195110,87,Một phần,2.38,Thấp,1,Đông,Đồng bằng,Ôn đới,36,Nguy cơ thấp
2023-05-14,Cu Gáy,212547,380,Một phần,1.16,Cao,4,Hạ,Đồng bằng,Rừng ngập mặn,92,Nguy cơ thấp
2023-05-14,Chích chòe,151920,488,Một phần,4.56,Cao,1,Xuân,Đồng bằng,Nhiệt đới,8,Nguy cơ cao
2023-05-14,Công,16222,15,Có,2.8,Trung bình,2,Thu,Đồi núi,Rừng ngập mặn,40,Nguy cơ cao
2023-05-14,Cú mèo,26670,422,Có,3.13,Thấp,10,Xuân,Đồi núi,Rừng ngập mặn,50,Nguy cơ trung bình
2023-05-14,Yến núi,14169,222,Không,3.61,Cao,2,Thu,Trung du,Ôn đới,1,Nguy cơ thấp
2023-05-14,Chào mào,195452,460,Không,2.84,Trung bình,1,Đông,Đồng bằng,Nhiệt đới,34,Nguy cơ trung bình
2023-05-14,Cắt nhỏ bụng vàng,21336,221,Không,4.88,Trung bình,6,Thu,Đồng bằng,Ôn đới,97,Nguy cơ thấp
2023-05-21,Cắt nhỏ bụng vàng,21288,377,Có,2.68,Thấp,6,Xuân,Đồi núi,Rừng ngập mặn,100,Nguy cơ thấp
2023-05-21,Cu Gáy,212813,100,Một phần,1.83,Thấp,9,Xuân,Trung du,Rừng ngập mặn,17,Nguy cơ thấp
2023-05-21,Chào mào,195794,23,Có,1.78,Thấp,1,Hạ,Đồng bằng,Ôn đới,87,Nguy cơ trung bình
2023-05-21,Công,16210,428,Có,4.97,Thấp,3,Xuân,Đồi núi,Nhiệt đới,46,Không có nguy cơ
2023-05-21,Chích chòe,152148,440,Không,3.37,Cao,10,Xuân,Đồi núi,Nhiệt đới,83,Nguy cơ cao
2023-05-21,Cú mèo,26610,421,Có,4.96,Trung bình,7,Xuân,Trung du,Rừng ngập mặn,53,Nguy cơ trung bình
2023-05-21,Yến núi,14187,192,Không,4.81,Cao,6,Hạ,Trung du,Rừng ngập mặn,47,Không có nguy cơ
2023-05-28,Yến núi,14205,77,Có,3.54,Thấp,5,Hạ,Trung du,Ôn đới,87,Nguy cơ cao
2023-05-28,Cú mèo,26550,14,Có,3.74,Trung bình,9,Thu,Đồi núi,Nhiệt đới,15,Nguy cơ cao
2023-05-28,Công,16198,300,Một phần,2.45,Thấp,2,Xuân,Đồi núi,Nhiệt đới,89,Nguy cơ thấp
2023-05-28,Chào mào,196136,216,Một phần,4.87,Trung bình,6,Hạ,Đồi núi,Ôn đới,75,Nguy cơ thấp
2023-05-28,Chích chòe,152376,264,Không,2.43,Cao,5,Hạ,Trung du,Ôn đới,79,Nguy cơ cao
2023-05-28,Cu Gáy,213079,127,Không,2.78,Trung bình,10,Xuân,Trung du,Nhiệt đới,65,Nguy cơ thấp
2023-05-28,Cắt nhỏ bụng vàng,21240,437,Có,1.58,Trung bình,2,Xuân,Trung du,Ôn đới,25,Nguy cơ thấp
2023-06-04,Công,16186,336,Một phần,2.33,Thấp,10,Hạ,Đồng bằng,Ôn đới,13,Nguy cơ trung bình
2023-06-04,Yến núi,14223,415,Một phần,4.4,Cao,5,Thu,Đồng bằng,Nhiệt đới,89,Không có nguy cơ
2023-06-04,Chào mào,196479,20,Không,4.24,Trung bình,3,Thu,Đồng bằng,Nhiệt đới,41,Nguy cơ thấp
2023-06-04,Cu Gáy,213345,111,Không,2.29,Cao,2,Thu,Đồng bằng,Nhiệt đới,12,Nguy cơ trung bình
2023-06-04,Cú mèo,26491,453,Có,3.34,Cao,3,Đông,Đồng bằng,Ôn đới,45,Nguy cơ thấp
2023-06-04,Cắt nhỏ bụng vàng,21192,220,Có,3.24,Trung bình,9,Xuân,Đồng bằng,Rừng ngập mặn,16,Không có nguy cơ
2023-06-04,Chích chòe,152605,25,Một phần,1.35,Cao,7,Đông,Đồng bằng,Rừng ngập mặn,39,Nguy cơ cao
2023-06-11,Chào mào,196823,316,Có,1.26,Trung bình,1,Xuân,Đồi núi,Ôn đới,71,Nguy cơ thấp
2023-06-11,Yến núi,14240,352,Có,1.88,Cao,8,Hạ,Trung du,Nhiệt đới,10,Nguy cơ trung bình
2023-06-11,Chích chòe,152833,112,Một phần,3.78,Cao,7,Thu,Đồi núi,Rừng ngập mặn,6,Nguy cơ cao
2023-06-11,Cu Gáy,213612,217,Có,1.23,Trung bình,8,Đông,Trung du,Ôn đới,64,Nguy cơ thấp
2023-06-11,Công,16173,17,Không,1.2,Thấp,3,Hạ,Đồng bằng,Ôn đới,28,Nguy cơ cao
2023-06-11,Cú mèo,26431,53,Một phần,1.21,Cao,7,Xuân,Trung du,Rừng ngập mặn,13,Nguy cơ thấp
2023-06-11,Cắt nhỏ bụng vàng,21145,11,Một phần,2.16,Cao,2,Thu,Đồi núi,Rừng ngập mặn,72,Không có nguy cơ
2023-06-18,Cắt nhỏ bụng vàng,21097,322,Có,4.95,Trung bình,7,Xuân,Đồng bằng,Nhiệt đới,99,Nguy cơ cao
2023-06-18,Cú mèo,26372,68,Không,3.62,Cao,7,Xuân,Đồi núi,Rừng ngập mặn,21,Nguy cơ trung bình
2023-06-18,Công,16161,117,Có,3.09,Cao,7,Xuân,Đồi núi,Nhiệt đới,46,Nguy cơ trung bình
2023-06-18,Cu Gáy,213879,54,Không,3.23,Trung bình,4,Thu,Đồng bằng,Ôn đới,2,Nguy cơ trung bình
2023-06-18,Chích chòe,153063,232,Không,1.65,Thấp,1,Đông,Trung du,Ôn đới,22,Nguy cơ cao
2023-06-18,Yến núi,14258,203,Không,4.94,Trung bình,10,Thu,Trung du,Nhiệt đới,67,Không có nguy cơ
2023-06-18,Chào mào,197168,128,Không,1.66,Trung bình,8,Xuân,Đồi núi,Rừng ngập mặn,96,Nguy cơ trung bình
2023-06-25,Chích chòe,153292,349,Không,3.12,Thấp,3,Thu,Đồi núi,Ôn đới,1,Nguy cơ cao
2023-06-25,Chào mào,197513,166,Không,4.5,Trung bình,5,Xuân,Đồng bằng,Ôn đới,52,Nguy cơ trung bình
2023-06-25,Công,16149,500,Không,3.61,Thấp,9,Xuân,Trung du,Nhiệt đới,58,Nguy cơ cao
2023-06-25,Cắt nhỏ bụng vàng,21050,251,Có,3.62,Thấp,8,Thu,Trung du,Nhiệt đới,28,Không có nguy cơ
2023-06-25,Yến núi,14276,102,Có,4.3,Cao,4,Hạ,Đồng bằng,Rừng ngập mặn,10,Nguy cơ thấp
2023-06-25,Cu Gáy,214147,410,Có,1.74,Thấp,2,Thu,Đồi núi,Nhiệt đới,86,Nguy cơ trung bình
2023-06-25,Cú mèo,26312,47,Có,2.75,Thấp,10,Thu,Đồng bằng,Nhiệt đới,92,Nguy cơ thấp
2023-07-02,Cắt nhỏ bụng vàng,21002,84,Một phần,2.24,Trung bình,10,Hạ,Đồng bằng,Rừng ngập mặn,13,Không có nguy cơ
2023-07-02,Yến núi,13309,372,Không,4.46,Trung bình,4,Thu,Đồng bằng,Rừng ngập mặn,20,Nguy cơ trung bình
2023-07-02,Cú mèo,24437,87,Có,2.59,Trung bình,8,Hạ,Đồi núi,Nhiệt đới,96,Nguy cơ trung bình
2023-07-02,Công,17334,293,Có,3.74,Cao,6,Hạ,Đồng bằng,Nhiệt đới,86,Nguy cơ trung bình
2023-07-02,Chào mào,184227,434,Một phần,3.37,Cao,10,Thu,Đồi núi,Nhiệt đới,60,Nguy cơ trung bình
2023-07-02,Chích chòe,164882,146,Có,2.93,Cao,10,Đông,Đồng bằng,Nhiệt đới,44,Nguy cơ thấp
2023-07-02,Cu Gáy,173053,189,Có,3.79,Cao,1,Thu,Đồng bằng,Nhiệt đới,7,Nguy cơ trung bình
2023-07-09,Chích chòe,165170,200,Có,3.38,Cao,4,Thu,Đồi núi,Rừng ngập mặn,35,Nguy cơ trung bình
2023-07-09,Chào mào,184503,456,Có,3.32,Cao,4,Thu,Trung du,Nhiệt đới,23,Nguy cơ trung bình
2023-07-09,Cắt nhỏ bụng vàng,20955,271,Có,2.01,Thấp,9,Xuân,Đồi núi,Nhiệt đới,83,Không có nguy cơ
2023-07-09,Cú mèo,24376,173,Không,3.26,Trung bình,2,Hạ,Trung du,Rừng ngập mặn,23,Nguy cơ thấp
2023-07-09,Công,17325,460,Có,2.79,Thấp,2,Hạ,Đồi núi,Rừng ngập mặn,3,Không có nguy cơ
2023-07-09,Cu Gáy,173139,398,Một phần,3.01,Cao,9,Hạ,Trung du,Rừng ngập mặn,24,Nguy cơ trung bình
2023-07-09,Yến núi,13322,255,Một phần,1.78,Trung bình,7,Xuân,Đồng bằng,Nhiệt đới,47,Nguy cơ trung bình
2023-07-16,Cu Gáy,173226,284,Có,3.42,Cao,3,Thu,Đồi núi,Nhiệt đới,3,Nguy cơ thấp
2023-07-16,Cắt nhỏ bụng vàng,20908,100,Không,2.08,Trung bình,8,Thu,Đồi núi,Ôn đới,48,Nguy cơ cao
2023-07-16,Công,17317,419,Có,1.03,Trung bình,8,Xuân,Đồng bằng,Ôn đới,60,Nguy cơ cao
2023-07-16,Chào mào,184780,189,Không,3.95,Trung bình,9,Xuân,Đồng bằng,Ôn đới,28,Nguy cơ thấp
2023-07-16,Yến núi,13335,373,Không,3.16,Cao,6,Thu,Đồng bằng,Rừng ngập mặn,93,Nguy cơ trung bình
2023-07-16,Cú mèo,24315,223,Có,3.77,Thấp,2,Thu,Đồi núi,Nhiệt đới,8,Nguy cơ thấp
2023-07-16,Chích chòe,165460,329,Một phần,1.06,Cao,3,Xuân,Trung du,Rừng ngập mặn,89,Nguy cơ trung bình
2023-07-23,Chào mào,185057,137,Một phần,1.08,Trung bình,1,Đông,Trung du,Rừng ngập mặn,93,Nguy cơ thấp
2023-07-23,Cắt nhỏ bụng vàng,20861,29,Không,3.93,Cao,5,Hạ,Đồng bằng,Ôn đới,6,Không có nguy cơ
2023-07-23,Chích chòe,165749,137,Không,1.39,Cao,4,Thu,Đồng bằng,Nhiệt đới,9,Nguy cơ trung bình
2023-07-23,Cú mèo,24254,162,Một phần,3.29,Thấp,7,Đông,Đồng bằng,Nhiệt đới,43,Nguy cơ thấp
2023-07-23,Công,17308,27,Không,4.56,Thấp,3,Hạ,Đồi núi,Nhiệt đới,45,Nguy cơ trung bình
2023-07-23,Cu Gáy,173312,272,Không,1.46,Thấp,5,Thu,Đồi núi,Rừng ngập mặn,33,Nguy cơ thấp
2023-07-23,Yến núi,13348,324,Một phần,3.32,Cao,9,Đông,Trung du,Nhiệt đới,83,Nguy cơ thấp
2023-07-30,Chào mào,185335,331,Không,4.41,Thấp,8,Đông,Đồng bằng,Nhiệt đới,37,Nguy cơ thấp
2023-07-30,Cu Gáy,173399,331,Không,2.22,Cao,7,Xuân,Trung du,Rừng ngập mặn,31,Nguy cơ thấp
2023-07-30,Công,17299,445,Một phần,1.67,Trung bình,8,Xuân,Đồng bằng,Nhiệt đới,8,Nguy cơ trung bình
2023-07-30,Cắt nhỏ bụng vàng,20814,339,Một phần,1.1,Thấp,9,Hạ,Trung du,Ôn đới,35,Không có nguy cơ
2023-07-30,Yến núi,13362,274,Một phần,3.4,Thấp,10,Xuân,Đồi núi,Rừng ngập mặn,77,Nguy cơ thấp
2023-07-30,Cú mèo,24194,99,Có,1.8,Trung bình,6,Xuân,Đồi núi,Rừng ngập mặn,73,Không có nguy cơ
2023-07-30,Chích chòe,166039,93,Một phần,1.63,Thấp,3,Hạ,Trung du,Nhiệt đới,99,Nguy cơ thấp
2023-08-06,Chích chòe,166330,291,Có,1.72,Cao,6,Xuân,Đồng bằng,Rừng ngập mặn,9,Nguy cơ thấp
2023-08-06,Chào mào,185613,440,Một phần,4.54,Trung bình,3,Xuân,Trung du,Ôn đới,21,Nguy cơ trung bình
2023-08-06,Cú mèo,24133,16,Có,2.38,Trung bình,4,Thu,Trung du,Nhiệt đới,99,Nguy cơ trung bình
2023-08-06,Cắt nhỏ bụng vàng,20767,444,Một phần,2.97,Trung bình,6,Thu,Đồi núi,Ôn đới,32,Nguy cơ trung bình
2023-08-06,Công,17291,262,Có,4.78,Cao,8,Hạ,Đồng bằng,Ôn đới,72,Không có nguy cơ
2023-08-06,Cu Gáy,173486,104,Có,2.66,Cao,10,Hạ,Trung du,Ôn đới,56,Nguy cơ thấp
2023-08-06,Yến núi,13375,448,Một phần,4.32,Thấp,2,Hạ,Trung du,Ôn đới,78,Không có nguy cơ
2023-08-13,Chích chòe,166621,112,Một phần,4.41,Trung bình,2,Hạ,Đồng bằng,Nhiệt đới,78,Nguy cơ thấp
2023-08-13,Cú mèo,24073,101,Có,1.49,Thấp,6,Hạ,Trung du,Ôn đới,57,Nguy cơ trung bình
2023-08-13,Cắt nhỏ bụng vàng,20720,108,Không,2.93,Trung bình,2,Xuân,Đồi núi,Nhiệt đới,57,Không có nguy cơ
2023-08-13,Cu Gáy,173573,395,Không,3.52,Thấp,3,Hạ,Trung du,Nhiệt đới,29,Nguy cơ thấp
2023-08-13,Chào mào,185891,373,Không,4.18,Thấp,5,Xuân,Trung du,Nhiệt đới,62,Nguy cơ trung bình
2023-08-13,Công,17282,450,Một phần,4.73,Cao,5,Xuân,Đồng bằng,Rừng ngập mặn,77,Nguy cơ cao
2023-08-13,Yến núi,13389,235,Một phần,1.08,Cao,5,Xuân,Đồi núi,Rừng ngập mặn,46,Nguy cơ thấp
2023-08-20,Chích chòe,166912,167,Có,1.86,Thấp,7,Xuân,Đồi núi,Rừng ngập mặn,6,Nguy cơ trung bình
2023-08-20,Chào mào,186170,345,Không,2.46,Trung bình,1,Đông,Đồi núi,Rừng ngập mặn,36,Nguy cơ thấp
2023-08-20,Công,17273,34,Có,3.32,Trung bình,5,Xuân,Đồi núi,Rừng ngập mặn,78,Nguy cơ trung bình
2023-08-20,Cắt nhỏ bụng vàng,20674,347,Một phần,1.39,Cao,10,Đông,Trung du,Rừng ngập mặn,40,Nguy cơ trung bình
2023-08-20,Cú mèo,24013,187,Có,1.93,Cao,6,Xuân,Đồi núi,Nhiệt đới,100,Không có nguy cơ
2023-08-20,Yến núi,13402,74,Có,1.12,Thấp,9,Xuân,Đồi núi,Rừng ngập mặn,93,Nguy cơ thấp
2023-08-20,Cu Gáy,173659,21,Có,1.34,Trung bình,10,Đông,Đồng bằng,Ôn đới,36,Nguy cơ trung bình
2023-08-27,Chào mào,186449,17,Có,1.07,Cao,5,Thu,Trung du,Nhiệt đới,83,Nguy cơ thấp
2023-08-27,Yến núi,13415,310,Không,1.85,Cao,9,Xuân,Đồi núi,Rừng ngập mặn,53,Nguy cơ cao
2023-08-27,Cú mèo,23953,16,Có,2.9,Thấp,5,Xuân,Đồi núi,Nhiệt đới,73,Nguy cơ trung bình
2023-08-27,Chích chòe,167204,299,Có,4.36,Cao,10,Hạ,Đồng bằng,Ôn đới,16,Nguy cơ thấp
2023-08-27,Cu Gáy,173746,326,Có,2.72,Cao,5,Hạ,Trung du,Nhiệt đới,17,Nguy cơ trung bình
2023-08-27,Cắt nhỏ bụng vàng,20627,170,Có,3.43,Trung bình,7,Xuân,Đồng bằng,Ôn đới,54,Nguy cơ thấp
2023-08-27,Công,17265,242,Có,1.54,Thấp,9,Thu,Đồng bằng,Ôn đới,13,Nguy cơ cao
2023-09-03,Chào mào,186729,450,Có,2.37,Thấp,6,Thu,Trung du,Nhiệt đới,47,Nguy cơ thấp
2023-09-03,Cu Gáy,173833,249,Một phần,3.43,Thấp,6,Đông,Đồi núi,Nhiệt đới,29,Nguy cơ thấp
2023-09-03,Cú mèo,23893,472,Không,2.89,Thấp,8,Hạ,Đồi núi,Rừng ngập mặn,71,Nguy cơ trung bình
2023-09-03,Công,17256,262,Có,1.03,Trung bình,2,Hạ,Đồng bằng,Ôn đới,78,Không có nguy cơ
2023-09-03,Chích chòe,167497,235,Một phần,4.41,Cao,1,Thu,Đồng bằng,Rừng ngập mặn,50,Nguy cơ thấp
2023-09-03,Cắt nhỏ bụng vàng,20581,281,Một phần,3.35,Thấp,2,Hạ,Đồng bằng,Rừng ngập mặn,24,Nguy cơ thấp
2023-09-03,Yến núi,13429,75,Không,3.12,Cao,7,Đông,Trung du,Rừng ngập mặn,5,Nguy cơ cao
2023-09-10,Cú mèo,23833,488,Có,1.03,Thấp,2,Hạ,Trung du,Ôn đới,96,Không có nguy cơ
2023-09-10,Cu Gáy,173920,34,Có,3.89,Thấp,8,Hạ,Đồi núi,Rừng ngập mặn,58,Nguy cơ thấp
2023-09-10,Công,17247,79,Có,2.64,Thấp,3,Hạ,Trung du,Nhiệt đới,75,Nguy cơ thấp
2023-09-10,Cắt nhỏ bụng vàng,20534,425,Có,1.86,Cao,5,Hạ,Trung du,Ôn đới,96,Nguy cơ thấp
2023-09-10,Chích chòe,167790,371,Một phần,1.5,Trung bình,7,Thu,Đồi núi,Rừng ngập mặn,45,Nguy cơ thấp
2023-09-10,Yến núi,13442,165,Có,1.63,Cao,6,Hạ,Trung du,Ôn đới,40,Nguy cơ trung bình
2023-09-10,Chào mào,187009,212,Một phần,4.12,Trung bình,9,Hạ,Đồi núi,Ôn đới,49,Nguy cơ trung bình
2023-09-17,Cú mèo,23774,84,Không,2.74,Cao,9,Xuân,Trung du,Ôn đới,7,Nguy cơ thấp
2023-09-17,Yến núi,13456,111,Một phần,3.03,Cao,9,Đông,Đồng bằng,Ôn đới,76,Nguy cơ thấp
2023-09-17,Cắt nhỏ bụng vàng,20488,409,Không,4.09,Cao,9,Đông,Đồng bằng,Nhiệt đới,43,Nguy cơ thấp
2023-09-17,Cu Gáy,174007,465,Không,2.8,Cao,3,Đông,Đồi núi,Ôn đới,0,Nguy cơ trung bình
2023-09-17,Chích chòe,168084,240,Một phần,3.22,Trung bình,4,Xuân,Trung du,Ôn đới,61,Nguy cơ thấp
2023-09-17,Công,17239,139,Không,1.16,Cao,6,Đông,Trung du,Rừng ngập mặn,28,Nguy cơ trung bình
2023-09-17,Chào mào,187289,489,Một phần,3.96,Thấp,7,Xuân,Trung du,Rừng ngập mặn,53,Nguy cơ trung bình
2023-09-24,Cắt nhỏ bụng vàng,20442,159,Không,2.6,Trung bình,7,Xuân,Đồng bằng,Ôn đới,19,Nguy cơ cao
2023-09-24,Chào mào,187570,379,Có,1.19,Cao,8,Đông,Trung du,Nhiệt đới,6,Nguy cơ trung bình
2023-09-24,Chích chòe,168378,367,Một phần,3.35,Trung bình,5,Thu,Đồng bằng,Nhiệt đới,9,Nguy cơ trung bình
2023-09-24,Yến núi,13469,378,Một phần,2.09,Cao,5,Xuân,Đồi núi,Rừng ngập mặn,21,Nguy cơ cao
2023-09-24,Cu Gáy,174094,423,Không,3.06,Trung bình,3,Xuân,Đồi núi,Nhiệt đới,84,Nguy cơ trung bình
2023-09-24,Cú mèo,23714,118,Có,2.86,Thấp,3,Thu,Trung du,Rừng ngập mặn,70,Nguy cơ thấp
2023-09-24,Công,17230,374,Một phần,3.3,Trung bình,9,Hạ,Trung du,Rừng ngập mặn,89,Không có nguy cơ
2023-10-01,Công,17222,132,Có,2.75,Cao,6,Đông,Đồi núi,Ôn đới,33,Không có nguy cơ
2023-10-01,Cắt nhỏ bụng vàng,20396,251,Không,1.18,Trung bình,8,Đông,Đồi núi,Rừng ngập mặn,37,Nguy cơ thấp
2023-10-01,Cu Gáy,174181,477,Một phần,1.6,Cao,7,Đông,Trung du,Ôn đới,36,Nguy cơ thấp
2023-10-01,Chích chòe,168673,23,Có,4.64,Thấp,7,Thu,Trung du,Rừng ngập mặn,83,Nguy cơ trung bình
2023-10-01,Yến núi,13483,369,Một phần,1.16,Cao,4,Hạ,Đồi núi,Nhiệt đới,6,Nguy cơ thấp
2023-10-01,Chào mào,187852,271,Có,4.82,Thấp,3,Hạ,Đồng bằng,Nhiệt đới,54,Nguy cơ trung bình
2023-10-01,Cú mèo,23655,14,Một phần,2.52,Trung bình,4,Hạ,Trung du,Ôn đới,49,Không có nguy cơ
2023-10-08,Công,17213,115,Không,1.28,Trung bình,6,Xuân,Trung du,Ôn đới,67,Không có nguy cơ
2023-10-08,Cắt nhỏ bụng vàng,20350,174,Một phần,4.57,Trung bình,5,Thu,Đồng bằng,Ôn đới,25,Nguy cơ trung bình
